number,course_id,cat_num,1s,2s,3s,4s,5s
HAA 10,2544,4988,5,31,74,13,7
HAA 10,2544,4988,2,25,69,16,2
HAA 10,2544,4988,3,43,95,20,2
HAA 10,2544,4988,3,21,43,4,0
HAA 100r,2556,9414,1,0,0,0,0
HAA 100r,2556,9414,1,4,5,0,0
HAA 100r,2556,9414,0,0,7,1,0
HAA 100r,2556,9414,1,4,9,0,0
HAA 100r,2556,9414,1,2,8,0,0
HAA 100r,2556,9414,0,1,8,2,0
HAA 101,2557,98483,0,0,3,3,0
HAA 101,2557,98483,0,4,3,0,0
HAA 11,2545,3675,8,85,119,17,2
HAA 11,2545,3675,3,23,45,2,0
HAA 11,2545,3675,11,47,69,10,0
HAA 11,2545,3675,19,61,59,4,0
HAA 120n,2558,9252,0,2,3,2,0
HAA 120n,2558,9252,0,0,6,3,0
HAA 122n,10971,63514,0,0,7,2,0
HAA 124e,2559,26493,0,1,7,1,0
HAA 124e,2559,26493,0,2,5,1,0
HAA 128,2560,6008,0,0,3,2,0
HAA 128,2560,6008,0,0,8,3,1
HAA 132e,2561,13661,0,0,5,0,0
HAA 135v,11434,58622,0,3,2,0,0
HAA 137p,2562,38895,0,1,10,2,0
HAA 139j,2599,1094,0,0,1,1,0
HAA 139j,2599,1094,0,1,4,1,0
HAA 13x,2546,90417,0,4,11,3,2
HAA 141k,2563,268,0,2,2,0,0
HAA 141k,2563,268,2,2,6,1,0
HAA 141k,2563,268,0,1,3,0,0
HAA 142v,2564,50437,0,0,2,1,0
HAA 143r,2565,4412,0,0,1,0,1
HAA 143r,2565,4412,0,3,4,1,0
HAA 143r,2565,4412,1,0,4,0,0
HAA 145p,2566,82487,0,1,8,0,0
HAA 146s,10973,81522,1,1,6,2,0
HAA 147m,10974,54362,0,0,2,1,0
HAA 147p,10975,31365,1,5,3,0,0
HAA 151k,2567,3100,1,1,6,0,0
HAA 151k,2567,3100,0,0,10,0,0
HAA 152m,2569,3017,0,5,11,4,0
HAA 152m,2569,3017,0,4,8,1,0
HAA 152m,2569,3017,1,13,23,1,0
HAA 154g,2570,72761,2,4,5,0,0
HAA 154g,2570,72761,6,10,13,0,0
HAA 157p,10978,67979,0,2,3,0,0
HAA 159,2571,5699,0,1,3,0,0
HAA 159,2571,5699,0,2,0,1,0
HAA 159,2571,5699,0,0,2,0,0
HAA 161v,2572,86032,1,6,6,0,0
HAA 161v,2572,86032,0,2,11,3,0
HAA 165x,2574,37166,1,1,4,0,0
HAA 166n,2575,85163,0,2,6,1,0
HAA 170m,10979,50033,0,3,24,9,0
HAA 170v,2577,79831,0,4,5,3,0
HAA 170z,10625,37978,0,0,4,3,0
HAA 171p,10590,36155,0,3,6,0,0
HAA 171p,10590,36155,0,1,5,0,0
HAA 171x,2578,7006,0,0,4,3,0
HAA 171x,2578,7006,0,0,3,5,1
HAA 172w,2579,2227,1,6,43,4,1
HAA 172w,2579,2227,1,9,92,18,1
HAA 172w,2579,2227,0,10,77,13,0
HAA 172x,10980,89477,1,0,8,5,0
HAA 173m,2580,7574,0,1,6,0,0
HAA 173m,2580,7574,0,0,5,4,0
HAA 173m,2580,7574,0,1,5,3,0
HAA 174s,2581,9158,0,8,10,1,0
HAA 174s,2581,9158,0,2,17,2,1
HAA 175k,2582,6910,0,1,6,4,2
HAA 175k,2582,6910,0,2,18,10,4
HAA 175k,2582,6910,0,0,21,12,0
HAA 175k,2582,6910,0,7,21,5,1
HAA 176m,2584,69109,0,0,2,5,4
HAA 176n,10981,78129,0,1,1,1,0
HAA 178m,2585,8383,0,0,10,2,0
HAA 178m,2585,8383,0,0,9,6,0
HAA 179x,11412,30908,0,1,4,1,0
HAA 181v,2586,14481,1,0,2,1,0
HAA 181v,2586,14481,0,4,8,0,0
HAA 181z,2587,11386,0,1,3,0,0
HAA 183k,10982,65219,0,0,3,0,1
HAA 183m,2588,50896,0,0,6,2,1
HAA 18j,10966,95066,0,9,14,0,0
HAA 18k,10967,25638,0,9,5,0,0
HAA 18p,2547,78376,0,4,16,1,0
HAA 191w,11314,54304,0,0,2,0,0
HAA 193g,2590,58982,0,0,5,0,0
HAA 194w,2591,24735,1,4,6,0,0
HAA 197,2593,9976,0,2,4,1,0
HAA 197,2593,9976,0,11,25,6,0
HAA 197,2593,9976,1,2,12,0,0
HAA 197gr,2592,2623,0,1,6,0,0
HAA 199k,2594,19833,0,1,6,6,0
HAA 206,2595,6180,0,0,4,0,0
HAA 206,2595,6180,0,1,3,1,0
HAA 206,2595,6180,0,0,5,0,0
HAA 222m,2596,20595,0,0,8,2,0
HAA 222m,2596,20595,0,0,7,3,0
HAA 222m,2596,20595,0,0,6,1,0
HAA 226s,2597,93122,0,1,2,0,0
HAA 229p,2598,2342,0,0,1,0,0
HAA 229p,2598,2342,0,0,2,3,0
HAA 240r,2600,4109,0,0,4,0,0
HAA 242,2601,7561,0,0,1,1,0
HAA 242,2601,7561,0,0,0,4,0
HAA 242,2601,7561,0,0,2,2,0
HAA 245x,2602,47801,0,1,6,0,0
HAA 249n,2603,74089,0,1,6,1,0
HAA 249n,2603,74089,0,0,2,1,0
HAA 251v,2604,13202,0,0,2,2,0
HAA 253s,2605,78318,0,0,1,2,0
HAA 254n,2606,37674,0,1,0,2,0
HAA 255,2607,57654,0,1,3,2,0
HAA 263m,2609,5014,0,0,5,1,0
HAA 263m,2609,5014,0,0,3,2,0
HAA 271p,2611,71355,0,0,5,2,0
HAA 271p,2611,71355,0,0,5,3,0
HAA 271v,2612,18534,0,0,1,2,1
HAA 271x,2613,1598,0,0,1,2,0
HAA 271x,2613,1598,0,0,1,1,0
HAA 271x,2613,1598,0,0,4,5,1
HAA 272e,2614,78962,0,0,4,1,1
HAA 272k,2615,41199,0,0,3,7,2
HAA 272v,10983,94163,0,0,2,8,1
HAA 272w,2616,6119,0,0,0,1,1
HAA 272w,2616,6119,0,0,1,2,1
HAA 272w,2616,6119,0,0,1,2,0
HAA 274k,2617,98835,0,0,1,12,1
HAA 274k,2617,98835,0,0,0,7,1
HAA 275w,2618,8955,0,0,0,1,0
HAA 275w,2618,8955,0,0,3,5,1
HAA 275w,2618,8955,0,0,4,4,0
HAA 275w,2618,8955,0,0,1,5,0
HAA 275x,2619,71413,0,0,0,1,1
HAA 275x,2619,71413,0,0,0,3,2
HAA 276g,11397,65946,0,0,3,4,0
HAA 276k,2621,15858,0,0,5,0,0
HAA 277k,2622,29579,0,0,6,3,0
HAA 277k,2622,29579,0,0,7,5,0
HAA 277s,2623,2286,0,0,5,0,0
HAA 277s,2623,2286,0,0,3,4,0
HAA 277z,2624,22567,0,0,1,3,0
HAA 280p,5311,33617,0,0,2,2,0
HAA 281p,10984,41097,0,0,5,0,0
HAA 283m,2626,21239,0,0,3,0,0
HAA 285m,10986,12376,0,0,2,1,0
HAA 291r,2630,2306,1,0,1,2,0
HAA 310a,2632,7879,0,0,1,6,0
HAA 310a,2632,7879,0,0,1,5,0
HAA 310a,2632,7879,0,0,6,2,0
HAA 310b,2633,47391,2,4,1,0,0
HAA 310b,2633,47391,2,1,0,0,0
HAA 310b,2633,47391,5,4,1,0,0
HAA 51p,2548,6427,0,4,8,0,1
HAA 51p,2548,6427,0,3,7,0,0
HAA 51p,2548,6427,0,2,5,4,0
HAA 65,2549,88688,2,8,6,1,0
HAA 70,2550,4593,0,9,24,3,0
HAA 70,2550,4593,1,13,52,7,3
HAA 70,2550,4593,0,16,40,6,2
HAA 96a,10589,60638,0,0,1,4,1
HAA 96a,10589,60638,0,0,1,5,0
HAA 97r,2552,935,0,0,2,1,1
HAA 97r,2552,935,0,0,3,0,1
HAA 97r,2552,935,0,0,2,4,0
HAA 98ar,2553,1328,0,1,0,0,0
HAA 98ar,2553,1328,0,2,2,0,0
HAA 98br,2554,3507,0,0,2,3,0
HAA 98br,2554,3507,0,0,1,4,1
HAA 98br,2554,3507,0,1,9,6,0
HAA 98br,2554,3507,0,1,2,0,0
HAA 98br,2554,3507,0,0,7,3,1
HAA 98br,2554,3507,0,1,10,5,0
HAA 98br,2554,3507,0,0,6,3,0
HAA 99,2555,3118,0,2,2,0,0
HAA 99,2555,3118,0,1,0,0,0
HBTM 200,3171,10575,0,1,2,0,0
HBTM 200,3171,10575,0,5,7,2,1
HBTM 200,3171,10575,0,0,4,1,0
HBTM 235,11024,82892,0,5,14,1,0
HBTM 301qc,3172,95905,2,3,2,0,0
HBTM 301qc,3172,95905,1,2,2,0,0
HBTM 301qc,3172,95905,1,9,2,0,0
HBTM 301qc,3172,95905,1,2,7,0,0
HBTM 302qc,3173,13534,0,0,1,0,0
HBTM 302qc,3173,13534,0,0,1,1,1
HBTM 302qc,3173,13534,0,1,1,1,0
HBTM 304qc,5315,83871,0,1,2,0,0
HBTM 304qc,5315,83871,0,2,2,0,0
HBTM 340,3180,8640,1,0,0,0,0
HBTM 340,3180,8640,1,3,2,0,0
HBTM 340,3180,8640,0,1,1,0,0
HBTM 340,3180,8640,2,2,1,0,0
HEB 1210,2718,11259,0,0,1,4,0
HEB 1210,2718,11259,0,0,2,3,0
HEB 1210,2718,11259,0,0,3,1,0
HEB 1275,11002,85913,0,1,7,1,0
HEB 1310,2719,2265,0,6,25,8,2
HEB 1310,2719,2265,0,4,24,2,0
HEB 1310,2719,2265,1,9,48,6,0
HEB 1310,2719,2265,1,9,40,7,2
HEB 1310,2719,2265,2,15,39,9,0
HEB 1310,2719,2265,0,10,28,8,1
HEB 1310,2719,2265,0,6,25,14,1
HEB 1312,2720,5008,1,0,6,1,1
HEB 1312,2720,5008,0,1,6,7,1
HEB 1312,2720,5008,0,2,6,5,0
HEB 1312,2720,5008,0,0,6,3,0
HEB 1312,2720,5008,2,0,9,0,0
HEB 1312,2720,5008,0,0,10,2,0
HEB 1313,2721,27108,0,2,8,0,0
HEB 1313,2721,27108,0,0,6,6,0
HEB 1313,2721,27108,0,1,8,4,0
HEB 1329,2722,89352,2,9,44,10,1
HEB 1329,2722,89352,2,5,14,11,0
HEB 1330,2723,4332,1,0,5,1,0
HEB 1330,2723,4332,0,1,11,4,1
HEB 1330,2723,4332,0,1,13,6,1
HEB 1330,2723,4332,1,5,15,4,0
HEB 1330,2723,4332,3,18,24,3,1
HEB 1330,2723,4332,2,5,36,17,0
HEB 1330,2723,4332,0,2,12,4,1
HEB 1333,2724,8036,0,3,10,0,0
HEB 1333,2724,8036,0,3,10,0,0
HEB 1333,2724,8036,0,4,9,0,0
HEB 1333,2724,8036,0,8,16,6,0
HEB 1335,2725,32284,0,0,6,1,0
HEB 1335,2725,32284,0,1,9,0,0
HEB 1335,2725,32284,0,1,6,1,0
HEB 1366,2728,62507,0,0,4,3,0
HEB 1366,2728,62507,0,0,4,2,0
HEB 1372,5312,14945,1,2,8,0,0
HEB 1377,2729,53113,15,23,13,0,0
HEB 1377,2729,53113,2,22,22,4,0
HEB 1380,11003,8721,0,5,12,0,0
HEB 1388,2730,16698,1,5,10,1,0
HEB 1388,2730,16698,0,1,11,1,0
HEB 1405,2732,30624,1,8,13,7,0
HEB 1405,2732,30624,5,15,36,11,1
HEB 1411,2733,89118,0,1,14,1,0
HEB 1411,2733,89118,5,17,30,5,0
HEB 1411,2733,89118,1,8,29,4,1
HEB 1416,2734,42215,1,7,6,1,0
HEB 1416,2734,42215,0,2,8,0,0
HEB 1418,2735,1437,0,1,2,1,0
HEB 1418,2735,1437,0,0,2,1,0
HEB 1418,2735,1437,0,1,3,2,0
HEB 1418,2735,1437,0,1,4,1,0
HEB 1418,2735,1437,0,0,8,0,0
HEB 1418,2735,1437,0,1,5,0,0
HEB 1418,2735,1437,0,0,6,0,0
HEB 1418,2735,1437,0,3,4,0,0
HEB 1419,2736,98922,0,0,6,2,0
HEB 1419,2736,98922,0,1,4,1,0
HEB 1420,2737,6233,0,0,3,6,0
HEB 1420,2737,6233,0,1,4,11,9
HEB 1420,2737,6233,0,0,0,6,4
HEB 1420,2737,6233,0,0,1,5,2
HEB 1420,2737,6233,0,3,7,4,1
HEB 1421,2738,8758,0,0,3,0,0
HEB 1421,2738,8758,0,0,4,1,0
HEB 1421,2738,8758,0,0,2,3,0
HEB 1421,2738,8758,0,0,3,2,0
HEB 1423,2739,68044,0,2,6,9,3
HEB 1424,11004,85528,0,3,6,1,0
HEB 1434,11492,19021,0,1,1,1,0
HEB 1435r,2740,83093,0,1,2,2,0
HEB 1451,11005,99399,0,0,1,3,0
HEB 1455,2741,97253,0,0,5,0,0
HEB 1455,2741,97253,0,0,4,0,0
HEB 1463,2742,3359,0,1,10,1,0
HEB 1463,2742,3359,0,0,8,0,0
HEB 1463,2742,3359,0,0,2,3,0
HEB 1463,2742,3359,0,1,4,1,1
HEB 1495,2744,83815,1,7,4,0,0
HEB 1500,2745,93737,3,7,5,0,0
HEB 1500,2745,93737,0,0,6,4,0
HEB 1520,2746,57669,0,4,8,0,0
HEB 1530,2747,52879,0,1,9,1,0
HEB 1530,2747,52879,0,0,4,1,0
HEB 1540,2748,68708,0,4,7,2,0
HEB 1540,2748,68708,0,2,8,0,0
HEB 1565,2749,1953,0,4,10,1,1
HEB 1565,2749,1953,0,5,5,0,0
HEB 1940,2750,51687,0,2,6,0,0
HEB 2313r,2752,88581,0,0,2,0,0
HEB 2335,11006,73853,0,0,2,1,0
HEB 2460,2754,1073,0,1,3,0,0
HEB 3200,2757,31571,0,1,5,0,0
HEB 91r,2714,3631,0,0,1,0,0
HEB 91r,2714,3631,0,2,1,0,0
HEB 97,2715,2205,0,2,35,14,4
HEB 97,2715,2205,2,4,34,6,5
HEB 97,2715,2205,0,1,18,22,6
HEB 97,2715,2205,0,1,21,4,0
HEBREW 130,3790,53182,0,0,3,1,1
HEBREW 200r,3793,3265,0,0,0,0,0
HEBREW 200r,3793,3265,0,0,2,1,0
HEBREW 200r,3793,3265,0,0,0,2,1
HEBREW 200r,3793,3265,0,0,2,2,2
HEBREW 200r,3793,3265,0,0,2,2,1
HEBREW 236,3799,6496,0,1,4,0,0
HIST 1011,2389,45321,1,13,31,4,1
HIST 1011,2389,45321,8,67,117,17,4
HIST 1012,2390,69822,0,8,11,5,1
HIST 1035,2391,42244,0,3,10,0,0
HIST 1035,2391,42244,4,9,10,1,0
HIST 1040,2392,6019,0,5,42,38,14
HIST 1040,2392,6019,0,2,6,5,2
HIST 1060,2394,914,2,2,9,4,2
HIST 1060,2394,914,0,5,11,5,2
HIST 1063,2458,3447,0,0,11,1,0
HIST 1067,2461,64646,18,50,40,2,0
HIST 1079,2347,83327,1,12,21,2,0
HIST 1083,10924,52092,0,4,2,2,0
HIST 1133,2395,26014,0,2,11,3,0
HIST 1133,2395,26014,0,6,16,1,0
HIST 1144,2396,4631,0,2,11,1,0
HIST 1151,2397,7575,1,0,4,2,0
HIST 1151,2397,7575,0,4,4,1,0
HIST 1155,2398,56228,0,2,13,4,0
HIST 1155,2398,56228,0,6,10,0,0
HIST 1167,2399,623,0,6,4,0,0
HIST 1206,10925,41522,1,2,12,0,0
HIST 1214,2400,2392,0,2,1,2,0
HIST 1214,2400,2392,0,0,1,0,0
HIST 1224,2401,2630,0,7,21,6,0
HIST 1224,2401,2630,1,11,29,8,0
HIST 1224,2401,2630,1,7,30,6,0
HIST 1230,10926,20528,0,4,13,4,0
HIST 1251,2402,6683,0,2,10,1,1
HIST 1257,2404,24891,0,0,4,1,0
HIST 1265,11426,61673,1,13,11,1,0
HIST 1266,2405,3736,1,6,18,4,0
HIST 1266,2405,3736,0,4,23,2,0
HIST 1270,2406,1910,0,1,3,1,0
HIST 1270,2406,1910,0,0,2,0,0
HIST 1270,2406,1910,0,2,5,2,0
HIST 1270,2406,1910,0,0,6,0,0
HIST 1270,2406,1910,0,2,6,0,0
HIST 1272,2407,86061,1,8,20,3,1
HIST 1280,2408,4501,1,7,13,2,0
HIST 1280,2408,4501,0,3,9,4,0
HIST 1280,2408,4501,0,12,19,4,0
HIST 1281,10927,84441,4,39,62,4,1
HIST 1282,2409,68318,0,8,13,9,0
HIST 1290,2410,9566,0,0,6,2,0
HIST 1290,2410,9566,0,0,6,5,2
HIST 1290,2410,9566,0,0,5,5,0
HIST 1300,2411,6308,2,7,21,5,1
HIST 1300,2411,6308,0,17,23,12,2
HIST 1300,2411,6308,1,19,34,4,2
HIST 1301,2412,7573,0,1,8,5,0
HIST 1301,2412,7573,2,6,23,4,0
HIST 1318,10928,7410,0,0,9,3,0
HIST 1323,2413,78728,0,2,13,20,4
HIST 1324,2414,27206,0,1,14,15,0
HIST 1326,2416,42879,0,0,3,10,1
HIST 1329,2417,21141,0,1,6,4,0
HIST 1330,2418,8440,0,0,9,38,9
HIST 1330,2418,8440,0,0,5,27,27
HIST 1330,2418,8440,0,0,4,12,3
HIST 1345,2419,1324,0,0,6,1,0
HIST 1345,2419,1324,1,3,7,3,0
HIST 1350,2420,5865,0,0,13,6,0
HIST 1350,2420,5865,0,0,7,13,0
HIST 1390,2421,1517,0,0,3,2,0
HIST 1390,2421,1517,0,0,4,1,0
HIST 13a,10905,3702,0,0,1,1,0
HIST 1400,10930,30373,0,0,16,11,0
HIST 1404,2422,7369,0,1,5,6,1
HIST 1405,2423,84704,0,0,8,2,0
HIST 1405,2423,84704,0,2,6,1,0
HIST 1410,2424,20517,0,7,15,4,0
HIST 1410,2424,20517,0,3,11,2,0
HIST 1412,10931,9564,0,0,4,3,0
HIST 1415,2425,6296,0,2,10,3,0
HIST 1415,2425,6296,0,4,7,1,0
HIST 1433,2426,86765,0,2,20,5,0
HIST 1433,2426,86765,0,6,35,10,0
HIST 1433,2426,86765,0,5,23,13,1
HIST 1434,2427,33407,1,4,37,6,2
HIST 1434,2427,33407,0,3,29,8,1
HIST 1445,2428,99245,1,21,44,11,1
HIST 1445,2428,99245,1,10,24,4,1
HIST 1450,2429,49646,0,0,10,3,0
HIST 1450,2429,49646,0,6,14,1,0
HIST 1457,2430,75535,1,28,55,9,1
HIST 1457,2430,75535,2,9,49,14,1
HIST 1457,2430,75535,0,6,36,14,2
HIST 1462,2431,83347,1,7,13,5,1
HIST 1462,2431,83347,1,18,50,8,0
HIST 1465,2432,4745,1,5,27,1,0
HIST 1465,2432,4745,3,27,87,11,2
HIST 1495,2433,5900,0,12,39,4,0
HIST 1495,2433,5900,0,3,19,2,1
HIST 1511,2434,22264,0,1,20,7,2
HIST 1511,2434,22264,1,0,23,12,1
HIST 1512,2435,88893,0,1,6,8,0
HIST 1513,2436,52478,1,9,28,8,2
HIST 1520,10932,20401,1,3,3,0,0
HIST 1602,10933,95731,0,6,5,1,1
HIST 1619,2437,4581,0,0,1,0,0
HIST 1619,2437,4581,0,0,3,0,0
HIST 1619,2437,4581,1,3,3,0,0
HIST 1620,2438,8192,0,0,1,1,0
HIST 1620,2438,8192,0,0,3,3,0
HIST 1620,2438,8192,0,1,2,2,0
HIST 1620,2438,8192,0,0,2,0,0
HIST 1623,2439,8696,0,1,9,2,0
HIST 1623,2439,8696,0,1,8,0,1
HIST 1625,2440,21932,1,5,12,4,0
HIST 1625,2440,21932,1,0,3,1,0
HIST 1628,2441,11666,0,2,4,0,0
HIST 1629,2442,14917,0,0,5,5,0
HIST 1629,2442,14917,0,2,6,1,0
HIST 1700,2443,5936,0,3,10,5,0
HIST 1700,2443,5936,0,1,6,2,0
HIST 1701,2444,4650,0,7,20,5,0
HIST 1701,2444,4650,0,1,12,3,0
HIST 1701,2444,4650,0,0,8,2,0
HIST 1702,2445,9704,0,3,14,0,0
HIST 1704,2447,3834,0,2,11,1,0
HIST 1860,10934,96997,7,17,50,2,0
HIST 1877a,2449,1770,0,5,6,2,0
HIST 1877a,2449,1770,0,1,5,0,0
HIST 1877a,2449,1770,0,3,11,2,0
HIST 1877a,2449,1770,0,5,11,2,0
HIST 1877b,2450,3026,0,2,3,0,0
HIST 1877b,2450,3026,0,1,5,2,0
HIST 1877b,2450,3026,0,1,6,1,0
HIST 1878a,2451,5471,0,1,3,0,0
HIST 1878a,2451,5471,0,2,9,0,0
HIST 1878a,2451,5471,0,2,12,2,0
HIST 1878a,2451,5471,1,4,11,1,0
HIST 1878a,2451,5471,0,6,18,2,0
HIST 1878b,2452,6470,0,2,5,1,0
HIST 1878b,2452,6470,0,5,14,2,0
HIST 1878b,2452,6470,0,2,11,1,0
HIST 1888,2453,18641,0,2,11,0,0
HIST 1911,2454,72126,0,1,8,2,0
HIST 1912,10935,48018,0,1,3,3,1
HIST 1915,2425,6296,0,4,10,0,0
HIST 1920,2455,1925,0,0,1,3,1
HIST 1920,2455,1925,0,0,4,5,1
HIST 1921,2456,9661,1,10,45,16,0
HIST 1922,10936,32473,0,0,1,5,4
HIST 1923,10937,84534,0,1,5,0,0
HIST 1925,10938,73331,0,0,6,2,0
HIST 1940,2457,77077,0,0,3,1,0
HIST 1963,2458,3447,0,0,5,2,0
HIST 1963,2458,3447,0,1,4,1,0
HIST 1964,2459,7774,0,0,1,7,3
HIST 1964,2459,7774,0,0,4,2,1
HIST 1965,2460,7148,0,0,4,4,4
HIST 1965,2460,7148,0,2,8,1,1
HIST 1965,2460,7148,0,1,9,6,1
HIST 1965,2460,7148,0,1,11,5,1
HIST 1967,2461,64646,5,20,17,7,0
HIST 1968,2462,59002,2,7,8,0,0
HIST 1970,2463,97663,0,1,6,5,0
HIST 1976,2501,84147,0,0,4,2,1
HIST 1977b,2450,3026,0,1,5,5,0
HIST 1980,10939,42189,0,0,0,1,1
HIST 1981,10940,40644,0,2,5,0,1
HIST 1983,10942,53632,0,2,7,0,0
HIST 2050,2464,6693,0,0,3,0,1
HIST 2050,2464,6693,0,0,1,0,0
HIST 2050,2464,6693,0,0,1,1,0
HIST 2050,2464,6693,0,0,1,2,2
HIST 2055,2465,5011,0,0,0,1,2
HIST 2055hf,2465,5011,0,0,0,0,1
HIST 2060,2466,1874,0,0,1,1,0
HIST 2080,2467,3140,0,0,1,1,1
HIST 2110,2468,50731,0,0,1,0,0
HIST 2110,2468,50731,0,0,3,0,0
HIST 2112,2469,140,0,1,1,1,0
HIST 2112,2469,140,0,0,1,1,0
HIST 2133,2471,1428,0,0,1,0,0
HIST 2250,2472,62761,0,0,4,4,1
HIST 2259,2473,73454,0,0,4,1,1
HIST 2260,2474,6464,0,0,4,1,0
HIST 2260,2474,6464,0,1,8,4,0
HIST 2260,2474,6464,0,0,1,1,0
HIST 2271,2475,2405,0,0,1,1,4
HIST 2271,2475,2405,0,0,1,4,2
HIST 2272,2476,7969,0,0,0,5,0
HIST 2272,2476,7969,0,0,0,2,2
HIST 2272,2476,7969,0,0,0,0,2
HIST 2272,2476,7969,0,0,0,2,1
HIST 2275hf,10945,69728,0,0,5,0,0
HIST 2275hf,10945,69728,0,0,7,0,0
HIST 2277,10946,76331,0,0,0,1,0
HIST 2284,10947,10733,0,0,2,1,0
HIST 2285,2477,48104,0,0,1,4,1
HIST 2285,2477,48104,0,0,1,1,1
HIST 2300,2478,7779,0,0,2,2,0
HIST 2300,2478,7779,0,0,3,4,1
HIST 2300,2478,7779,0,0,8,3,2
HIST 2300,2478,7779,0,0,2,4,1
HIST 2315,2479,71765,0,1,4,2,0
HIST 2315,2479,71765,0,0,3,1,0
HIST 2320hf,2480,16747,0,0,4,5,0
HIST 2320hf,2480,16747,0,0,1,4,1
HIST 2320hf,2480,16747,0,0,1,5,1
HIST 2320hf,2480,16747,0,0,1,4,3
HIST 2321,2481,5169,0,0,2,1,0
HIST 2321,2481,5169,0,0,4,1,0
HIST 2321,2481,5169,0,0,4,1,0
HIST 2322,10948,74151,0,0,2,3,4
HIST 2330,2482,1077,0,1,5,4,0
HIST 2330,2482,1077,0,0,5,2,0
HIST 2331,2483,77253,0,1,11,1,0
HIST 2340hf,2484,8845,0,0,0,3,0
HIST 2340hf,2484,8845,0,0,1,3,1
HIST 2340hf,2484,8845,0,0,0,1,1
HIST 2340hf,2484,8845,0,0,0,0,1
HIST 2341hf,2485,57986,0,0,0,2,1
HIST 2341hf,2485,57986,0,0,0,1,1
HIST 2341hf,2485,57986,0,0,0,2,0
HIST 2341hf,2485,57986,0,0,0,1,0
HIST 2350,2486,77605,0,1,0,0,0
HIST 2400,2487,9176,0,1,9,3,0
HIST 2400,2487,9176,0,0,1,5,0
HIST 2400,2487,9176,0,0,7,6,0
HIST 2402,2488,1656,0,3,7,1,0
HIST 2402,2488,1656,0,0,2,0,0
HIST 2403,10950,72039,0,0,1,1,0
HIST 2404,2489,19813,0,0,3,0,0
HIST 2442,2490,2383,0,0,4,13,0
HIST 2442,2490,2383,0,0,3,5,0
HIST 2442,2490,2383,0,0,3,10,5
HIST 2442,2490,2383,0,0,6,6,2
HIST 2443,2491,8558,0,0,1,2,3
HIST 2450,2492,91462,0,0,5,0,0
HIST 2450,2492,91462,0,0,6,0,0
HIST 2450,2492,91462,0,3,7,1,0
HIST 2457,2493,86286,0,0,0,4,3
HIST 2461,2494,1270,0,0,0,5,3
HIST 2461,2494,1270,0,0,0,4,4
HIST 2462,2495,2931,0,0,3,6,2
HIST 2462,2495,2931,0,0,1,8,3
HIST 2462,2495,2931,0,0,2,4,1
HIST 2462,2495,2931,0,0,2,6,3
HIST 2463,2496,9004,0,0,0,3,1
HIST 2463,2496,9004,0,0,2,5,3
HIST 2467hf,2497,57019,0,0,1,0,1
HIST 2467hf,2497,57019,0,0,1,1,0
HIST 2468hf,10952,84483,0,1,3,3,0
HIST 2470hf,2498,565,0,0,1,0,0
HIST 2474,10953,71302,0,1,1,0,0
HIST 2475,10954,21693,0,0,2,0,0
HIST 2480hf,2499,3719,0,1,2,2,0
HIST 2480hf,2499,3719,0,2,2,0,0
HIST 2480hf,2499,3719,0,1,2,1,0
HIST 2480hf,2499,3719,0,1,5,0,0
HIST 2480hf,2499,3719,0,0,4,1,0
HIST 2480hf,2499,3719,0,0,2,1,0
HIST 2480hf,2499,3719,0,0,5,4,0
HIST 2480hf,2499,3719,0,0,3,2,0
HIST 2495,2500,46932,0,0,2,2,0
HIST 2495,2500,46932,0,0,1,1,2
HIST 2511,10955,75031,0,0,2,3,0
HIST 2629,2502,28685,0,2,3,0,0
HIST 2651,2503,5146,0,0,1,2,0
HIST 2651,2503,5146,0,1,3,2,0
HIST 2651,2503,5146,0,0,2,2,0
HIST 2651,2503,5146,0,0,2,4,0
HIST 2651,2503,5146,0,0,2,3,0
HIST 2653,2504,4442,0,2,1,1,1
HIST 2653,2504,4442,0,0,3,3,0
HIST 2653,2504,4442,0,0,2,6,0
HIST 2653,2504,4442,0,0,1,3,1
HIST 2653,2504,4442,0,0,4,1,0
HIST 2653,2504,4442,0,0,3,3,1
HIST 2692,2505,8502,0,0,3,0,2
HIST 2692,2505,8502,0,0,1,5,1
HIST 2692,2505,8502,0,0,0,3,1
HIST 2708,2506,5861,0,0,3,2,2
HIST 2708,2506,5861,0,0,1,3,0
HIST 2709,2507,5840,0,0,3,6,0
HIST 2709,2507,5840,0,0,2,3,2
HIST 2725,11457,26038,0,0,2,4,0
HIST 2805,2508,8070,0,0,2,9,0
HIST 2805,2508,8070,0,0,3,4,0
HIST 2884,2509,3762,0,0,5,1,0
HIST 2884,2509,3762,0,0,1,1,0
HIST 2884,2509,3762,0,0,1,1,0
HIST 2885,2510,3274,0,0,1,2,0
HIST 2885,2510,3274,0,0,0,2,0
HIST 2886,2511,3470,0,0,3,0,0
HIST 2886,2511,3470,0,0,3,0,0
HIST 2886,2511,3470,0,1,3,1,0
HIST 2886,2511,3470,0,1,5,0,0
HIST 2906,2512,453,0,0,2,1,0
HIST 2906,2512,453,0,0,2,3,0
HIST 2906,2512,453,0,0,1,1,0
HIST 2911,2513,6430,0,1,0,1,0
HIST 2911,2513,6430,0,0,2,5,1
HIST 2921,2514,89802,0,0,2,0,0
HIST 2921,2514,89802,0,0,3,0,0
HIST 2921,2514,89802,0,1,3,0,0
